,pitch_type,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,vx0,vy0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name
3704,FF,66.7,-2.0722,6.7751,-0.5209,1.6768,4.496,-96.7152,-3.6491,13.5755,-22.628,63.843,1728.0,3.796,4-Seam Fastball
3705,FF,60.6,-1.8777,6.709,-0.5906,1.745,3.4121,-87.9411,-3.2621,11.2861,-24.3144,58.001,1586.0,3.757,4-Seam Fastball
3706,FF,58.2,-2.082,6.6723,-0.5763,1.7198,2.7843,-84.391,-2.8641,10.2699,-25.1464,55.518,1497.0,3.587,4-Seam Fastball
3707,FF,66.1,-2.1291,6.6264,-0.5001,1.4215,5.089,-95.9149,-3.5581,13.007,-24.2987,63.53,1674.0,3.941,4-Seam Fastball
3708,FF,56.7,-1.8319,6.6855,-0.6335,1.301,2.885,-82.2089,-2.9982,9.7834,-27.1274,54.3,1357.0,3.827,4-Seam Fastball
3709,FF,58.5,-2.1221,6.6232,-0.4685,1.4705,3.0734,-84.8631,-2.4574,10.4085,-26.1932,55.89,1442.0,3.655,4-Seam Fastball
3710,FF,58.0,-1.9111,6.6976,-0.5826,1.458,4.435,-84.0968,-3.1067,10.1841,-26.1121,55.717,1432.0,3.992,4-Seam Fastball
3711,FF,55.2,-2.0066,6.696,-0.3053,1.5902,3.5578,-80.0037,-1.6276,9.3594,-26.1934,52.832,1332.0,3.834,4-Seam Fastball
3712,FF,54.6,-1.6761,6.7719,-0.5066,1.4339,3.5432,-78.8619,-2.3781,9.2059,-27.4944,52.235,1375.0,4.031,4-Seam Fastball
3713,FF,65.2,-2.0075,6.7084,-0.4013,1.498,2.3543,-94.6577,-2.5631,13.1242,-24.2364,62.623,1637.0,3.942,4-Seam Fastball
3714,FF,53.9,-1.9099,6.7234,-0.6472,1.282,3.484,-78.0682,-2.8412,8.9464,-27.9225,51.521,1247.0,3.805,4-Seam Fastball
3715,FF,53.0,-2.0191,6.8355,-0.3365,1.7089,2.5778,-76.8601,-1.5296,8.7945,-26.4913,50.801,1271.0,3.922,4-Seam Fastball
3716,FF,50.6,-1.7875,6.9415,-0.1741,1.5265,4.694,-73.1362,-1.0938,8.1226,-27.7379,48.079,1191.0,3.649,4-Seam Fastball
3717,,,,,,,,,,,,,,,
3718,FF,51.1,-1.6761,7.0039,-0.6128,1.5643,2.1565,-73.7166,-2.2706,7.6284,-27.8297,48.482,1303.0,3.519,4-Seam Fastball
3719,FF,93.5,-2.0639,5.0282,-1.2925,1.0529,8.6994,-135.8107,-17.9501,29.9519,-18.3254,93.559,2464.0,6.44,4-Seam Fastball
3720,FT,93.2,-2.1195,5.0204,-1.2258,1.0839,10.4999,-135.2483,-17.145,28.5793,-18.0005,92.685,2361.0,6.065,2-Seam Fastball
3721,CH,82.4,-2.1628,5.1759,-1.189,0.7267,4.5008,-119.8971,-12.2107,21.9836,-25.2987,82.197,1676.0,6.04,Changeup
3722,FT,92.2,-2.0818,4.9839,-1.259,1.0249,9.2116,-133.9303,-17.0246,28.127,-19.0723,91.963,2378.0,6.182,2-Seam Fastball
3723,CH,82.4,-2.2122,5.0883,-1.1635,0.627,3.517,-120.0672,-11.8846,21.5063,-26.4632,82.628,1582.0,6.199,Changeup
3724,FT,92.4,-2.1703,5.0448,-1.1829,1.1291,6.6679,-134.4502,-15.6707,26.2822,-17.9297,92.596,2421.0,6.189,2-Seam Fastball
3725,FT,93.0,-2.2054,5.0357,-1.4035,1.1117,7.4055,-135.1297,-18.6622,27.8462,-17.7607,92.822,2460.0,6.143,2-Seam Fastball
3726,FT,92.4,-2.1146,5.0353,-1.541,0.8702,4.0757,-134.4551,-19.5192,28.5916,-20.8451,92.418,2467.0,6.257,2-Seam Fastball
3727,FT,92.1,-2.1117,4.9866,-1.5361,0.9364,5.4108,-133.9754,-19.6441,28.4475,-19.7237,92.176,2490.0,6.315,2-Seam Fastball
3728,CH,83.6,-2.1052,5.1472,-1.3193,0.7436,5.5821,-121.6942,-14.1067,21.4427,-24.1478,83.798,1758.0,6.172,Changeup
3729,SL,82.6,-2.1514,5.1616,0.5123,0.2296,2.5609,-120.3428,4.5528,17.8416,-29.9308,82.449,2386.0,5.6,Slider
3730,FF,91.5,-1.7742,5.7878,-0.8485,1.3144,3.0517,-133.2696,-10.7165,25.3627,-15.5925,91.833,2351.0,6.183,4-Seam Fastball
3731,CH,85.4,-2.0033,5.8435,-1.1075,0.3706,7.0594,-124.1415,-12.5759,20.7862,-27.5292,85.221,1526.0,5.868,Changeup
3732,CH,85.3,-1.9099,5.8586,-1.1339,0.6135,6.4451,-123.9562,-12.692,21.4644,-25.0144,84.879,1516.0,5.793,Changeup
3733,SL,84.0,-1.7951,5.8476,0.4563,0.3332,8.5301,-121.8708,2.7579,24.3162,-27.8764,83.013,2564.0,5.833,Slider
3734,FT,91.6,-1.6917,5.8573,-1.1912,1.0549,3.8219,-133.2842,-14.8319,26.0787,-19.0315,91.341,2193.0,5.936,2-Seam Fastball
3735,SL,83.4,-1.8303,5.8514,0.2569,0.3474,6.2466,-121.3879,1.4422,20.96,-28.3489,83.217,2399.0,5.893,Slider
3736,CH,84.6,-1.6953,5.8431,-0.8508,0.2658,4.0298,-123.1729,-9.3381,21.3243,-29.0419,84.669,1408.0,6.019,Changeup
3737,FF,91.4,-1.8726,5.7162,-0.7209,1.2462,2.487,-133.1788,-9.1547,26.6791,-17.1628,92.079,2184.0,6.473,4-Seam Fastball
3738,CH,84.1,-1.8676,5.8836,-1.2901,0.7231,4.8642,-122.2758,-13.5421,21.205,-24.3153,83.328,1548.0,5.556,Changeup
3739,CU,74.9,-1.4487,6.1549,1.1056,-0.7484,1.2086,-108.9446,8.3161,18.9703,-38.324,73.717,2626.0,5.407,Curveball
3740,FF,90.5,-2.0403,5.8089,-0.6813,1.0926,2.7718,-131.8059,-8.4926,24.9184,-18.7663,90.876,2235.0,6.223,4-Seam Fastball
3741,CH,84.5,-1.7206,5.9004,-1.2279,0.3154,5.4375,-122.9214,-13.2447,21.8358,-28.5081,83.993,1499.0,5.742,Changeup
3742,FF,90.7,-1.8652,5.8142,-0.6572,1.4158,5.0295,-131.9244,-8.6842,25.9459,-14.6294,90.913,2262.0,6.274,4-Seam Fastball
3743,FT,90.0,-1.693,5.973,-1.3862,0.8137,7.7527,-130.9411,-17.623,24.4813,-22.187,90.782,2151.0,6.519,2-Seam Fastball
3744,FT,89.7,-1.7058,5.9291,-1.3364,0.735,7.559,-130.3455,-16.6278,25.2566,-23.0875,89.483,2106.0,6.057,2-Seam Fastball
3745,SL,83.1,-1.794,5.8375,-0.0202,0.5662,6.158,-120.8413,-1.2882,21.4384,-26.0827,82.692,2453.0,5.855,Slider
3746,FF,90.4,-1.7974,5.803,-0.4696,1.2919,11.364,-131.0991,-7.5807,25.1289,-16.5968,90.112,2210.0,6.092,4-Seam Fastball
3747,CH,86.0,-1.3388,5.9698,-1.2122,0.2679,4.659,-125.2502,-13.7526,23.1517,-28.9871,86.66,1479.0,6.473,Changeup
3748,FC,89.3,-1.6244,5.7604,-0.0664,0.6756,6.8299,-129.95,-1.9105,21.9522,-23.7053,89.723,2107.0,6.118,Cutter
3749,FF,92.8,-1.4525,5.9024,-0.9945,1.1338,5.7448,-134.988,-13.3,26.4237,-17.407,92.965,2022.0,6.183,4-Seam Fastball
3750,FC,90.8,-1.7753,5.7719,0.0186,0.6434,6.6057,-132.1897,-1.002,24.4356,-24.216,91.137,2212.0,6.172,Cutter
3751,FF,92.7,-1.5097,5.8619,-0.967,0.9983,5.0884,-135.0058,-12.7942,24.8726,-19.4786,93.047,2121.0,6.108,4-Seam Fastball
3752,CH,83.9,-1.3633,5.8619,-1.0247,0.3929,3.3596,-122.3942,-11.0116,20.2711,-28.0144,84.901,1516.0,6.446,Changeup
3753,CH,86.2,-1.4342,5.8582,-1.203,0.5644,3.878,-125.5607,-13.5092,21.9533,-25.6009,86.792,1570.0,6.307,Changeup
3754,CH,84.6,-1.5101,5.8914,-1.2318,0.4089,1.845,-123.2713,-13.0364,22.4537,-28.1145,85.33,1574.0,6.501,Changeup
3755,FC,89.6,-1.8821,5.7233,-0.325,0.7835,6.4078,-130.2792,-4.857,23.5642,-22.0312,89.632,2138.0,6.043,Cutter
3756,FF,93.0,-1.4529,5.8327,-0.8772,1.2135,5.1811,-135.4222,-12.0184,25.3599,-15.9175,94.343,2023.0,6.721,4-Seam Fastball
3757,FF,89.8,-1.4458,5.8186,-0.8991,1.1492,1.6768,-130.9616,-10.8767,25.0593,-18.6833,91.074,1977.0,6.731,4-Seam Fastball
3758,CH,85.6,-1.4995,5.9051,-1.2057,0.3979,2.5895,-124.7071,-13.0548,22.5665,-27.9026,85.843,1466.0,6.158,Changeup
3759,CH,85.2,-1.5888,5.902,-1.1641,0.3082,1.6243,-124.2704,-12.4943,23.1271,-28.7622,86.0,1511.0,6.515,Changeup
3760,FF,92.0,-1.5777,5.8107,-0.8659,1.0189,5.0715,-133.8403,-11.4333,26.3361,-18.7665,92.236,2021.0,6.247,4-Seam Fastball
3761,FF,91.3,-1.4105,5.8451,-0.8597,1.167,6.9334,-132.6031,-11.516,25.5816,-16.9869,91.426,2053.0,6.252,4-Seam Fastball
3762,FF,92.0,-1.5677,5.8189,-0.9656,1.0894,8.7688,-133.6248,-13.3488,26.6558,-17.7809,92.09,2164.0,6.28,4-Seam Fastball
3763,FC,89.6,-1.6991,5.7307,0.2267,0.7384,5.5763,-130.2813,1.5246,24.7416,-22.6189,89.699,2175.0,6.178,Cutter
3764,FC,89.3,-1.8683,5.709,0.029,0.5872,7.8243,-129.8209,-1.0893,23.5667,-24.6282,89.74,2118.0,6.317,Cutter
3765,FF,91.8,-1.4293,5.7844,-0.9069,1.1255,6.724,-133.5668,-12.2366,24.6803,-17.5487,92.539,1987.0,6.421,4-Seam Fastball
3766,FF,92.0,-1.6148,5.7999,-1.033,0.9869,3.5349,-134.0595,-13.2171,26.1886,-19.7856,92.53,2013.0,6.314,4-Seam Fastball
3767,FF,92.1,-1.4638,5.7743,-0.9548,1.1913,6.7005,-133.8883,-12.8321,27.1663,-16.6185,92.09,2094.0,6.202,4-Seam Fastball
3768,CH,86.1,-1.3086,5.897,-1.1799,0.0322,1.8993,-125.451,-12.8496,24.6452,-31.4375,86.388,1433.0,6.337,Changeup
3769,FC,90.2,-1.7711,5.675,-0.0156,0.7034,7.4805,-131.0917,-1.5147,23.3844,-22.7415,90.479,2198.0,6.181,Cutter
3770,FC,89.3,-1.752,5.6968,0.1085,0.5858,6.9276,-129.9497,-0.0278,23.6622,-24.8042,89.584,2291.0,6.171,Cutter
3771,CH,85.7,-1.4527,5.7921,-1.0158,0.7217,0.2991,-124.9177,-10.7127,22.7442,-23.9805,86.067,1521.0,6.217,Changeup
3772,FC,88.4,-1.8314,5.6833,0.2105,0.5184,3.9874,-128.844,1.6287,24.2154,-25.7799,89.321,2087.0,6.557,Cutter
3773,FC,89.2,-1.8633,5.676,0.2719,0.4577,5.6675,-129.8746,1.9827,24.9946,-26.5521,89.328,2205.0,6.156,Cutter
3774,KC,78.7,-0.8081,6.2169,0.1982,-0.7323,3.8545,-114.4342,1.0253,19.9303,-38.1742,77.691,1950.0,5.488,Knuckle Curve
3775,KC,78.2,-1.0541,6.136,0.1707,-0.4783,4.1775,-113.6344,0.6635,20.7041,-35.9237,76.664,1950.0,5.248,Knuckle Curve
3776,KC,78.1,-0.8722,6.189,0.078,-0.7323,4.0782,-113.5547,-0.0469,19.6302,-38.2252,77.145,2077.0,5.526,Knuckle Curve
3777,KC,78.3,-0.9195,6.2731,0.0441,-0.5056,5.1608,-113.7247,-0.5345,19.8662,-36.1455,76.575,2076.0,5.044,Knuckle Curve
3778,KC,79.7,-0.9448,6.2002,0.0211,-0.6013,3.9673,-115.966,-0.5012,20.0579,-37.1361,78.536,2005.0,5.307,Knuckle Curve
3779,KC,78.3,-0.9272,6.275,0.1107,-0.5612,4.2942,-113.9331,0.1947,19.7121,-36.796,77.274,1983.0,5.428,Knuckle Curve
3780,KC,77.1,-0.9054,6.3073,0.0114,-0.6614,2.9658,-112.2599,-0.3869,18.1711,-37.7654,76.052,1962.0,5.258,Knuckle Curve
3781,SI,85.4,-1.2507,6.3517,-1.1607,0.2494,-0.3974,-124.2523,-11.5283,22.0356,-29.857,83.928,1938.0,5.073,Sinker
3782,CH,85.1,-1.8728,5.8829,-1.0876,0.274,6.4543,-123.8243,-12.214,21.5153,-29.0608,84.84,1384.0,5.836,Changeup
3783,CH,85.1,-1.8241,5.8912,-1.0344,0.0861,4.8329,-123.9213,-11.3751,21.2811,-30.7649,84.82,1370.0,5.756,Changeup
3784,CH,85.7,-1.7512,5.8543,-1.158,0.2062,4.6148,-124.733,-12.7677,21.3498,-29.8752,85.442,1488.0,5.78,Changeup
3785,CH,85.1,-1.9409,5.8076,-1.3513,0.4613,3.1013,-123.8858,-14.3747,21.8718,-27.2324,84.98,1509.0,5.929,Changeup
3786,FF,92.4,-2.127,5.7413,-0.5325,1.3776,3.3903,-134.5381,-7.1467,27.1259,-15.6176,92.556,2340.0,6.191,4-Seam Fastball
3787,CH,85.0,-1.7805,5.8719,-1.3048,0.3303,5.7163,-123.7456,-14.3202,21.3411,-28.4223,84.933,1423.0,5.918,Changeup
3788,CU,76.2,-1.5025,6.1138,1.0668,-1.2392,0.7584,-110.7977,8.3812,19.8322,-42.9026,75.005,2653.0,5.456,Curveball
3789,CH,84.6,-1.757,5.8617,-1.333,0.5342,4.723,-123.0206,-14.2224,21.3401,-26.1286,84.236,1557.0,5.809,Changeup
3790,FF,91.9,-1.8325,5.7643,-0.5518,1.2176,6.1043,-133.7464,-7.8723,26.4481,-16.845,92.346,2259.0,6.363,4-Seam Fastball
3791,FF,92.7,-1.8614,5.7434,-0.369,1.3522,0.4783,-135.0019,-4.5758,27.579,-15.6963,92.538,2343.0,6.01,4-Seam Fastball
3792,CH,85.1,-1.8619,5.8873,-0.8943,0.2382,2.9538,-123.9403,-9.5716,20.1968,-29.6448,84.699,1538.0,5.572,Changeup
3793,CH,85.1,-1.9528,5.8755,-0.9309,0.2552,2.2029,-123.9274,-9.8208,21.0129,-29.0527,84.624,1515.0,5.6,Changeup
3794,CH,84.5,-1.8384,5.8841,-1.0007,0.3395,5.5615,-122.9122,-10.9057,19.8133,-28.1784,84.02,1489.0,5.583,Changeup
3795,FF,89.7,-1.9919,5.8019,-0.4038,1.4124,4.6611,-130.5367,-5.4417,24.2696,-15.8044,89.413,2297.0,5.848,4-Seam Fastball
3796,CU,73.9,-1.5498,6.0636,1.1014,-0.9494,-0.7748,-107.4063,8.4242,18.1139,-39.9147,72.853,2606.0,5.504,Curveball
3797,KC,81.0,-1.5735,5.9364,0.2986,-0.5949,2.2377,-117.8795,2.3171,20.5572,-38.1487,79.946,2123.0,5.371,Knuckle Curve
3798,KC,80.4,-1.6418,6.0647,0.3053,-0.3708,6.362,-116.7625,1.5149,21.2404,-34.723,78.516,2002.0,4.999,Knuckle Curve
3799,SI,87.0,-1.6317,6.1267,-1.1898,0.2036,8.2795,-126.3278,-14.0583,24.5833,-29.3793,85.884,2153.0,5.591,Sinker
3800,KC,80.1,-1.681,6.0095,0.4602,-0.6395,4.2305,-116.4473,3.3272,20.0553,-38.0609,78.817,2123.0,5.258,Knuckle Curve
3801,CH,81.6,-1.7192,5.8409,-0.6028,0.2314,8.7827,-118.4892,-6.9454,18.5665,-29.7515,80.74,1038.0,5.421,Changeup
3802,FC,88.6,-1.442,6.054,-0.2054,0.6367,5.3662,-128.9093,-3.224,23.4971,-24.6791,87.826,2036.0,5.536,Cutter
3803,KC,79.4,-1.4053,6.0574,0.189,-0.7399,6.4457,-115.3597,0.6008,18.6842,-37.8555,78.333,2210.0,5.336,Knuckle Curve
3804,SI,88.7,-1.3284,6.1333,-1.1534,0.2966,7.4467,-128.8729,-14.0871,24.6922,-28.0657,87.993,2123.0,5.757,Sinker
3805,KC,79.8,-1.3858,6.0283,0.3027,-0.6466,4.3205,-116.0981,1.9176,19.6232,-37.8397,78.525,2226.0,5.187,Knuckle Curve
3806,KC,80.3,-1.66,5.983,0.0188,-0.536,4.4139,-116.8035,-0.6188,20.8039,-37.2898,79.219,2079.0,5.436,Knuckle Curve
3807,SI,88.1,-1.7,5.9509,-1.1473,0.3657,5.9934,-128.0694,-13.6181,25.2383,-27.5143,87.44,2085.0,5.826,Sinker
3808,KC,80.3,-1.5537,5.9956,0.0888,-0.662,5.1151,-116.7587,-0.126,20.9301,-38.1594,79.242,2118.0,5.487,Knuckle Curve
3809,SI,87.1,-1.7394,5.8858,-1.2029,0.5564,3.1475,-126.8055,-13.2933,23.6075,-25.7719,86.313,2044.0,5.559,Sinker
3810,SI,87.8,-1.8207,5.9989,-0.7795,0.5401,7.9065,-127.4488,-9.8574,24.3037,-25.3869,86.922,2061.0,5.707,Sinker
3811,KC,78.8,-1.3795,6.04,0.191,-0.479,3.9232,-114.5979,0.998,18.9863,-36.6391,78.017,1931.0,5.537,Knuckle Curve
3812,KC,79.7,-1.6435,6.147,0.2748,-0.7415,3.3464,-115.8666,1.8445,19.4017,-39.2325,78.559,2061.0,5.308,Knuckle Curve
3813,KC,78.6,-1.394,6.1772,0.1903,-0.7341,6.0144,-114.2385,0.6219,18.8812,-38.4757,77.372,2120.0,5.251,Knuckle Curve
3814,FC,87.7,-1.2147,6.0072,-0.3077,0.4089,8.7535,-127.2035,-4.8102,21.6576,-26.3004,87.277,2012.0,5.825,Cutter
3815,KC,79.1,-1.3725,6.1181,0.2343,-0.8997,4.2433,-114.9771,1.2682,19.9483,-40.1748,77.644,2165.0,5.171,Knuckle Curve
3816,KC,78.5,-1.3023,6.128,0.2313,-0.8053,1.8068,-114.1129,1.6293,19.4623,-39.7653,76.82,2011.0,4.975,Knuckle Curve
3817,FC,85.1,-1.791,5.8842,0.2202,0.5019,3.1156,-123.834,1.6333,24.2783,-26.8128,84.789,2434.0,6.046,Cutter
3818,SL,85.0,-1.7967,5.9053,0.0108,0.5189,3.7998,-123.6228,-0.6519,24.7746,-26.2193,84.495,2544.0,6.001,Slider
3819,FF,91.4,-1.8511,5.8186,-0.643,1.4553,5.8587,-132.9492,-8.7867,28.4768,-14.3416,90.888,2399.0,5.998,4-Seam Fastball
3820,FF,92.0,-1.9293,5.7882,-0.6235,1.2922,4.3849,-133.8761,-8.2894,26.2072,-15.7832,91.708,2303.0,5.904,4-Seam Fastball
3821,FF,91.9,-1.9442,5.7341,-0.6616,1.2869,5.4285,-133.6342,-9.0425,25.701,-15.2811,92.401,2176.0,6.388,4-Seam Fastball
3822,FF,92.3,-1.7407,5.7855,-0.6443,1.3935,7.3083,-134.1222,-9.2807,26.819,-13.765,92.561,2240.0,6.353,4-Seam Fastball
3823,FF,92.4,-1.8768,5.7812,-0.6597,1.4475,2.4835,-134.4444,-8.5309,27.1256,-13.3542,92.699,2306.0,6.317,4-Seam Fastball
3824,CU,75.8,-1.471,6.1992,0.8242,-1.0627,-0.597,-110.1822,6.5587,18.717,-40.866,74.298,2528.0,5.134,Curveball
3825,FT,91.8,-1.7235,5.9593,-1.3692,0.8911,5.922,-133.5056,-17.3896,27.6727,-20.7792,91.246,2213.0,5.903,2-Seam Fastball
3826,FT,90.5,-1.7512,5.8576,-1.0818,1.1017,7.1306,-131.5162,-13.9599,27.1515,-18.2571,90.248,2209.0,6.149,2-Seam Fastball
3827,CH,85.5,-1.8805,5.9346,-1.0729,0.5075,5.977,-124.1948,-12.0052,23.9346,-26.3221,84.449,1456.0,5.617,Changeup
3828,CH,84.5,-1.99,5.891,-1.114,-0.2458,3.9766,-122.7477,-11.7953,23.7113,-33.5246,83.541,1464.0,5.698,Changeup
3829,,83.2,-1.9748,5.9231,-1.1701,0.228,6.5091,-120.9215,-12.4655,21.8371,-29.1757,82.496,1496.0,5.721,
3830,,77.9,-1.4528,6.0367,0.8908,-1.3392,3.055,-113.2085,6.8382,21.3277,-42.5024,76.571,2697.0,5.476,
3831,FF,91.0,-2.0087,5.829,-0.5682,1.3696,6.9182,-132.4916,-7.9885,24.6634,-15.5264,91.244,2292.0,6.121,4-Seam Fastball
3832,KC,80.1,-1.6292,6.015,0.1733,-0.7591,5.4805,-116.4217,0.5291,21.0805,-38.661,78.646,2073.0,5.254,Knuckle Curve
3833,SI,89.7,-1.4926,6.0647,-1.2465,0.7141,7.1771,-130.228,-15.4651,26.3404,-23.0862,89.049,2150.0,5.931,Sinker
3834,KC,80.4,-1.5688,5.9857,0.3233,-0.6718,1.4328,-116.9048,2.5982,21.6263,-38.2839,78.989,2054.0,5.303,Knuckle Curve
3835,KC,80.2,-1.6584,6.0924,0.202,-0.4642,7.3615,-116.462,0.4633,20.873,-35.7462,78.869,2027.0,5.371,Knuckle Curve
3836,KC,80.2,-1.6744,6.0815,0.2522,-0.6815,4.487,-116.5595,1.4461,20.2643,-38.6529,78.875,2094.0,5.263,Knuckle Curve
3837,CH,80.3,-1.789,5.8699,-0.6926,0.143,3.1348,-116.8177,-6.7001,19.5304,-30.7993,79.3,1401.0,5.357,Changeup
3838,KC,80.1,-1.8141,5.9903,0.0766,-0.5425,3.4799,-116.4534,0.0479,20.8783,-37.339,78.607,2067.0,5.189,Knuckle Curve
3839,CH,81.5,-1.8889,5.9267,-0.9818,-0.0953,8.3176,-118.2615,-10.4678,21.1598,-32.2916,80.299,1361.0,5.482,Changeup
3840,SI,86.9,-1.6284,6.0889,-1.1847,0.3963,6.5139,-126.2078,-13.7875,26.5958,-27.698,85.948,2018.0,5.866,Sinker
3841,KC,78.7,-1.2446,6.202,0.0218,-0.4037,4.4743,-114.3802,-0.6309,20.8333,-35.6629,77.185,1994.0,5.246,Knuckle Curve
3842,FC,86.8,-1.5753,6.1957,-0.7322,0.8817,1.8813,-126.3979,-8.0828,23.5753,-23.6561,86.308,2068.0,5.745,Cutter
3843,SI,87.3,-1.5458,6.2635,-1.3812,0.6342,8.0657,-126.8497,-16.1508,24.4567,-25.098,86.323,2173.0,5.617,Sinker
3844,SI,87.9,-1.1507,6.2121,-1.1637,0.5932,6.9276,-127.7471,-14.1093,24.3507,-24.4261,88.081,2134.0,6.305,Sinker
3845,FC,89.5,-1.4389,6.0306,-0.7859,0.6844,6.8868,-130.1391,-10.3296,24.1633,-23.1746,90.194,2109.0,6.498,Cutter
3846,KC,79.0,-1.5223,6.1742,0.3156,-0.6019,2.8019,-114.9664,2.2131,20.1455,-37.7052,77.706,2056.0,5.242,Knuckle Curve
3847,SI,88.5,-1.6546,6.0362,-0.8019,0.6254,-0.8346,-128.7668,-8.5407,23.7269,-26.0568,87.44,2085.0,5.375,Sinker
3848,FC,88.3,-1.7302,6.0872,-0.329,0.6586,7.8591,-128.221,-5.0327,23.9502,-24.0644,87.429,2006.0,5.64,Cutter
3849,SI,88.2,-1.4557,6.1305,-1.0169,0.4563,9.493,-128.038,-12.7112,22.975,-26.3008,87.392,1964.0,5.621,Sinker
3850,CH,85.2,-1.8352,5.8374,-1.2349,0.2132,5.8955,-123.8642,-13.6233,21.9722,-29.1062,84.776,1510.0,5.815,Changeup
3851,CH,85.5,-1.9275,5.8656,-0.9513,0.858,5.8648,-124.252,-10.7359,22.698,-22.5894,84.649,1552.0,5.61,Changeup
3852,CH,84.8,-1.9104,5.8265,-1.203,0.398,4.7825,-123.3957,-12.9842,21.7023,-27.5243,84.394,1560.0,5.766,Changeup
3853,FF,92.4,-1.9033,5.8166,-0.6268,1.4101,4.7659,-134.3959,-8.5315,26.9975,-14.2333,92.347,2312.0,6.119,4-Seam Fastball
3854,SL,84.4,-1.9336,5.8513,0.3582,0.2552,4.4138,-122.7702,2.7045,23.8072,-28.9545,83.717,2417.0,5.813,Slider
3855,FT,92.5,-1.8596,5.8031,-1.0119,1.0008,8.0328,-134.4719,-14.0437,27.4611,-18.8753,93.032,2290.0,6.527,2-Seam Fastball
3856,SL,83.8,-1.9166,5.8388,0.2518,0.3644,2.5028,-122.0711,2.0217,22.3453,-28.1963,83.348,2461.0,5.775,Slider
3857,FT,92.1,-1.8276,5.8839,-1.3637,0.7218,4.0631,-134.0864,-17.2463,28.2324,-23.0651,92.09,2252.0,6.197,2-Seam Fastball
3858,CH,85.7,-1.7012,5.9093,-1.2707,0.3676,5.1415,-124.6267,-13.9978,23.1631,-27.8063,85.087,1535.0,5.759,Changeup
3859,CH,85.4,-1.8283,5.8546,-1.1374,0.1863,2.8823,-124.3013,-12.1214,22.7712,-29.8141,84.792,1479.0,5.687,Changeup
3860,FF,92.6,-2.0924,5.7712,-0.4145,1.1638,5.2513,-134.7659,-6.0534,26.9601,-17.4731,92.278,2126.0,5.911,4-Seam Fastball
3861,FF,91.5,-2.0095,5.6822,-0.4631,1.2775,8.3882,-133.1048,-7.0788,25.5794,-16.9263,91.272,2315.0,5.935,4-Seam Fastball
3862,CH,85.2,-1.9076,5.8844,-1.1773,0.1073,3.9369,-124.0714,-12.6699,21.8935,-30.9729,84.712,1563.0,5.667,Changeup
3863,FF,92.6,-2.0262,5.8214,-0.5125,1.4067,5.2397,-134.7117,-7.3242,27.0839,-13.9718,92.942,2382.0,6.34,4-Seam Fastball
3864,CH,85.0,-1.9746,5.846,-1.1491,0.2119,6.498,-123.5321,-12.735,21.0412,-29.2535,84.506,1593.0,5.715,Changeup
3865,FF,90.1,-2.0179,5.9054,-0.5386,1.2636,5.608,-131.2061,-7.3463,24.5132,-16.7235,90.887,2246.0,6.466,4-Seam Fastball
